id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,prob_func,prob_repair,prob_nonfunc,dist_nearest_functional_km,n_nonfunc_in_area,priority_score,likelihood_nonfunc,impact_score,score_population,score_dist_nearest_functional_km,score_n_nonfunc_in_area,score_quantity
50923,200.0,2011-03-04,Government Of Tanzania,329,DWE,36.76179372,-8.94138925,Ring Well,0,Rufiji,Mikumi A,Morogoro,5,4,Ulanga,Euga,260.0,True,GeoData Consultants Ltd,,,True,1978,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,0.5983919225132942,0.06778785415690591,0.33382022332979994,1.4652223919028977,5.0,19.4,0.334,5.8,7.0,4.4,3.4,7
45987,0.0,2011-04-17,Government Of Tanzania,0,Government,33.35000979,-8.57397012,Shuleni,0,Lake Rukwa,Soweto,Mbeya,12,1,Chunya,Itewe,150.0,True,GeoData Consultants Ltd,VWC,,True,0,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.6678325758993551,0.05258022062107653,0.2795872034795686,24.30973786751172,5.0,19.4,0.28,7.0,5.0,9.7,3.4,10
61227,0.0,2011-03-26,Government Of Tanzania,1210,DWE,38.49631454,-4.8647967,Kwa Mzee Shafii,0,Pangani,Kilole,Tanga,4,1,Lushoto,Bumbuli,1.0,True,GeoData Consultants Ltd,VWC,Kizimba forest,True,1995,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.5284348004109692,0.1033519795520333,0.36821322003699747,7.015375590276387,8.0,19.4,0.368,5.3,1.5,7.9,4.6,10
48840,0.0,2013-02-05,Tasaf,1079,DWE,31.04091896,-5.11086171,Bakwata,0,Lake Tanganyika,Bweru Kusini,Kigoma,16,3,Kigoma Rural,Nguruka,6000.0,True,GeoData Consultants Ltd,VWC,,True,2005,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.7786097333583873,0.008618731966327718,0.2127715346752853,15.28062401419149,10.0,19.4,0.213,9.1,10.0,9.3,5.2,10
43929,500.0,2013-02-07,Tasaf,589,TASAF,37.02843476,-10.80091775,Umoja,0,Ruvuma / Southern Coast,Umoja,Ruvuma,10,1,Tunduru,Matemanga,1.0,True,GeoData Consultants Ltd,VWC,,False,2001,other - swn 81,other handpump,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,0.46755593331517203,0.018968946510525962,0.5134751201743019,5.214295353282513,3.0,19.4,0.513,3.8,1.5,7.2,2.5,5
45972,0.0,2012-10-10,Dwe,0,WEDECO,33.18871397,-4.19553914,Mwembeni,0,Internal,Kitongo Maendeleo,Tabora,14,1,Nzega,Nzega Urban,150.0,False,GeoData Consultants Ltd,Water authority,Kilimi and uchama dam,True,0,ksb,submersible,submersible,water authority,commercial,pay per bucket,per bucket,coloured,colored,insufficient,insufficient,dam,dam,surface,communal standpipe,communal standpipe,0.6273197398499458,0.0010322629234125458,0.3716479972266416,2.525579099044135,10.0,19.4,0.372,5.2,5.0,5.7,5.2,5
18244,0.0,2013-02-27,Government Of Tanzania,1258,DWE,37.41031589,-3.31079072,Kwa Elikunda Mremi,0,Pangani,Kitimbirihu Chini,Kilimanjaro,3,4,Moshi Rural,Kimochi,60.0,,GeoData Consultants Ltd,,Kidia kilemapunda,True,1974,gravity,gravity,gravity,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,spring,spring,groundwater,other,other,0.4342219157001416,0.13951637764179667,0.4262617066580616,0.9253623871637786,65.0,19.4,0.426,4.6,3.0,3.6,9.7,5
10367,0.0,2013-01-24,Rwssp,0,DWE,32.39355334,-3.51411528,Upendo,0,Lake Tanganyika,Namba Tatu,Shinyanga,17,3,Kahama,Segese,500.0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,0.7451873314137479,0.006607791963769945,0.24820487662248195,5.1944889649828,17.0,19.4,0.248,7.8,8.8,7.2,7.3,7
9356,0.0,2012-10-29,Tlc,0,TLC,32.00529177,-5.16643842,Paulo Zakaria,0,Lake Tanganyika,Mabatini,Tabora,14,4,Urambo,Ukondamoyo,150.0,True,GeoData Consultants Ltd,Private operator,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.61096599049559,0.06251176947658417,0.32652224002782587,13.333221161177992,7.0,19.4,0.327,5.9,5.0,9.2,4.2,5
42577,0.0,2012-10-21,Anrikana,1349,AGRIKANA,34.06213766,-1.71317974,Kwa Mzee Denis Masero,0,Lake Victoria,Central,Mara,20,3,Musoma Rural,Buhemba,350.0,,GeoData Consultants Ltd,VWC,,True,2010,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,salty,salty,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump,0.6584058078572975,0.05064150274851938,0.290952689394183,5.981502936872904,10.0,19.3,0.291,6.6,7.5,7.5,5.2,5
32190,0.0,2011-03-16,Kilindi District Co,0,DWE,37.29373148,-5.70419117,Muheza,0,Wami / Ruvu,Muheza,Tanga,4,7,Kilindi,Masagalu,1800.0,True,GeoData Consultants Ltd,VWC,,False,1988,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.7323486165389163,0.014200016557920794,0.253451366903163,25.1326604300716,1.0,19.3,0.253,7.6,9.9,9.8,1.6,5
36247,0.2,2013-01-17,Waingereza,847,Waingereza,35.21761811,-5.88332485,Sokoni,0,Internal,Mtaa Wa Kati,Singida,13,3,Manyoni,Kintinku,1500.0,True,GeoData Consultants Ltd,,Mradi wa maji kintinku,False,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.740537564650975,0.042441826819723104,0.21702060852930194,16.650542630382578,6.0,19.3,0.217,8.9,9.9,9.4,3.8,10
5196,0.0,2013-03-28,World Vision,1581,Community,36.8397509,-3.30919916,Elirehema Nasari,0,Pangani,Mwaseny,Arusha,2,7,Meru,Songoro,84.0,True,GeoData Consultants Ltd,VWC,Kyamara gravity water supply,True,1998,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.5686754206071344,0.009532167348291636,0.4217924120445739,0.9669045939135977,29.0,19.3,0.422,4.6,3.3,3.6,9.0,5
70391,0.0,2013-01-16,Wateraid,0,SEMA,32.76291253,-4.62117821,Upila,0,Lake Tanganyika,Upila,Tabora,14,1,Nzega,Mambali,150.0,False,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.6933353223811248,0.0020328094582732297,0.30463186816060167,9.956180722009178,0.0,19.3,0.305,6.3,5.0,8.6,1.2,10
16193,0.0,2011-03-15,World Bank,0,Gover,36.60916633,-6.66041848,Njesha,0,Wami / Ruvu,Ng'Onje,Dodoma,1,1,Mpwapwa,Lumuma,150.0,True,GeoData Consultants Ltd,VWC,Pwag,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.4488492606946945,0.2574334522773299,0.29371728702797595,12.604894298023709,2.0,19.3,0.294,6.6,5.0,9.1,2.0,10
21425,0.0,2011-08-10,Hesawa,0,HESAWA,33.24384162,-2.90287945,Kwa Maza,0,Lake Victoria,Mwamazengo,Mwanza,19,7,Missungwi,Mwaniko,400.0,,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,hand pump,hand pump,0.6972614208405902,0.0026786231777453256,0.3000599559816645,1.799826862520207,16.0,19.3,0.3,6.4,7.9,4.8,7.1,5
24325,0.0,2011-03-14,African,344,Kuwait,37.61832784,-6.13357212,Kwa Risasi,0,Wami / Ruvu,Mtakuja,Morogoro,5,6,Mvomero,Diongoya,20.0,True,GeoData Consultants Ltd,VWC,,True,2006,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.5698594337275552,0.009133594173890007,0.4210069720985546,0.38683806664049425,19.0,19.3,0.421,4.6,2.2,2.2,7.7,10
73925,0.0,2011-07-26,W,0,W,31.53176136,-1.78603673,Kabulema,0,Lake Victoria,Omurutenge,Kagera,18,3,Muleba,Nshamba,150.0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,0.6807953942929684,0.01379777587681203,0.30540682983021955,1.537465292082019,20.0,19.3,0.305,6.3,5.0,4.5,8.0,10
74071,700.0,2013-02-16,Government Of Tanzania,1337,DWE,30.59412087,-3.65613495,Kalikenya,0,Lake Tanganyika,Nyamfa,Kigoma,16,1,Kibondo,Itaba,400.0,True,GeoData Consultants Ltd,VWC,Mukabuye gravity water supply,False,2010,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.09827456243231286,0.6664399197508488,0.23528551781683857,5.291428407009294,21.0,19.3,0.235,8.2,7.9,7.2,8.2,10
11205,20.0,2013-02-05,Mission,1531,Mission,34.10433592,-5.97023696,Pepea Chabutwa,0,Internal,Chabutwa,Singida,13,3,Manyoni,Mgandu,4200.0,True,GeoData Consultants Ltd,VWC,Mradi wa Mission,False,1978,windmill,wind-powered,wind-powered,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.7048961745541212,0.02618877338338176,0.26891505206249683,1.1722683662908921,0.0,19.3,0.269,7.2,10.0,4.0,1.2,10
51482,0.0,2013-02-21,Amref,1389,AMREF,34.42144419,-1.72337127,Nyamarasa,0,Lake Victoria,Muchebe,Mara,20,2,Serengeti,Ring'wani,1150.0,,GeoData Consultants Ltd,Other,Sere natural spring,True,2009,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.7249783278195056,0.04503797909024776,0.22998369309024677,6.37782420620984,6.0,19.3,0.23,8.4,9.8,7.7,3.8,10
41159,0.0,2012-11-05,Dwsp,0,DWSP,33.25669442,-3.74529606,Kwa Samweli Lili,0,Internal,Bunonga,Shinyanga,17,3,Shinyanga Rural,Mwamala,500.0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,0.6881940681255855,0.001690427723331281,0.31011550415108297,0.9391388649279907,34.0,19.3,0.31,6.2,8.8,3.6,9.3,2
31999,500.0,2013-03-24,Government Of Tanzania,1910,DWE,36.65111841,-3.24973064,Stesheni,0,Pangani,Stesheni,Arusha,2,2,Arusha Rural,Olkokola,150.0,True,GeoData Consultants Ltd,VWC,Olkokola pipe line,True,1990,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.4547970992685831,0.0850746182273132,0.46012828250410354,0.28037101513440893,9.0,19.3,0.46,4.2,5.0,1.8,4.9,5
33211,0.0,2013-02-13,Mbunge,1238,Mbunge,37.99216068,-4.38777419,Kiwandani,0,Pangani,Goha,Kilimanjaro,3,3,Same,Mnyamba,236.0,False,GeoData Consultants Ltd,VWC,Mbunge,True,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,0.6536380244559056,0.03289364531684243,0.313468330227252,0.09844764251512747,20.0,19.3,0.313,6.1,6.7,1.2,8.0,10
45596,0.0,2011-07-08,Unicef,0,UNICEF,30.72370019,-2.78190829,Mkaliza,0,Lake Victoria,Kazingati,Kagera,18,30,Ngara,Keza,150.0,True,GeoData Consultants Ltd,VWC,,False,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.6113659776512835,0.04977335050572574,0.3388606718429909,1.1081236474835,8.0,19.2,0.339,5.7,5.0,3.9,4.6,10
40113,0.0,2011-03-16,Government Of Tanzania,764,DWE,38.74528165,-5.10354184,Kwamivuti,0,Pangani,Mwembeni A,Tanga,4,3,Muheza,Magoroto,80.0,True,GeoData Consultants Ltd,VWC,,False,1983,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.6523311964099419,0.013576926387455219,0.33409187720260286,4.193014464769985,10.0,19.2,0.334,5.7,3.2,6.7,5.2,10
36900,0.0,2013-02-08,Government Of Tanzania,413,DWE,38.9225134,-8.48195261,Tanki La Shule,0,Rufiji,Kipatimu Boma,Lindi,80,13,Kilwa,Kipatimu,560.0,True,GeoData Consultants Ltd,,,True,2004,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.6186162920548292,0.154732281104792,0.2266514268403789,12.118885007941875,17.0,19.2,0.227,8.5,9.4,9.0,7.3,7
1023,0.0,2011-07-14,Hesawa,0,DWE,31.55199588,-1.44486089,Kwa Emanueli,0,Lake Victoria,Kakili,Kagera,18,2,Bukoba Rural,Kaibanja,150.0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.6341710547446257,0.0878816768791079,0.2779472683762666,4.079766887983653,22.0,19.2,0.278,6.9,5.0,6.6,8.3,10
48599,0.0,2013-02-08,Lga,221,LGA,39.12186308,-11.01907981,Zahanati,0,Ruvuma / Southern Coast,Mkumbululu,Mtwara,90,33,Masasi,Mchauru,1.0,True,GeoData Consultants Ltd,VWC,,True,2004,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.3926441410567098,0.27838725842230017,0.32896860052099025,14.854062950133715,12.0,19.2,0.329,5.8,1.5,9.3,6.1,10
15617,0.0,2013-01-31,Norad,1780,Norad,31.5014017,-8.05767218,Kwa Sulubeston,0,Lake Tanganyika,Nakupamba,Rukwa,15,4,Sumbawanga Urban,Matanga,200.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa matan,True,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,0.7115495915436384,0.03080516270780798,0.2576452457485537,14.23392893213741,20.0,19.2,0.258,7.4,6.4,9.2,8.0,7
60735,0.0,2011-04-02,Government Of Tanzania,0,Gover,36.11203993,-6.86822977,Kwa Wilson,0,Rufiji,Kibaoni,Dodoma,1,1,Mpwapwa,Mlunduzi,150.0,True,GeoData Consultants Ltd,VWC,,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.640221032080591,0.05360636903223656,0.30617259888717224,8.382827389754874,0.0,19.2,0.306,6.3,5.0,8.3,1.2,10
14035,2000.0,2013-02-20,Mission,1166,MISSION,35.0554502,-11.31962183,Kwa Mzee Mdaka,0,Ruvuma / Southern Coast,Tingi Mjini,Ruvuma,10,3,Mbinga,Tingi,60.0,True,GeoData Consultants Ltd,VWC,Government,True,1998,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.5239723580526144,0.020207294458896356,0.45582034748848915,0.5074405559715548,3.0,19.2,0.456,4.2,3.0,2.5,2.5,10
26964,0.0,2011-03-14,Government Of Tanzania,148,DWE,38.86641715,-5.21196138,Msumbiji,0,Pangani,Msumbiji,Tanga,4,3,Muheza,Lusanga,280.0,True,GeoData Consultants Ltd,VWC,,False,2001,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.7067662681697753,0.0018989403411664727,0.2913347914890585,4.4933128181190165,16.0,19.2,0.291,6.6,7.0,6.9,7.1,5
14190,0.0,2012-11-03,Netherlands,0,DWE,33.91534622,-3.10923301,Mwakabeta,0,Lake Victoria,Chugambuli,Shinyanga,17,2,Maswa,Ngulinguli,500.0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.727938498056074,0.007457857568524119,0.26460364437540207,6.731126721115613,10.0,19.2,0.265,7.3,8.8,7.8,5.2,5
51223,500.0,2011-02-28,Msabi,272,Msabi,36.51842793,-8.099452900000001,Mpanganya,0,Rufiji,Msumbiji A,Morogoro,5,3,Kilombero,Idete,500.0,True,GeoData Consultants Ltd,,,True,1997,other - rope pump,rope pump,rope pump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.5826248995363444,0.15126713387260612,0.2661079665910497,3.8531719358639607,16.0,19.2,0.266,7.2,8.8,6.5,7.1,5
65505,0.0,2011-03-02,African,341,Kuwait,37.60009172,-6.1434359,Kwa Mzee Aweso,0,Wami / Ruvu,Kwa Wazigua,Morogoro,5,6,Mvomero,Sungaji,80.0,True,GeoData Consultants Ltd,VWC,,True,2004,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.6010312315390078,0.053029297367817176,0.3459394710931749,1.5005800613745222,19.0,19.2,0.346,5.6,3.2,4.4,7.7,10
62968,0.0,2013-02-14,Ngo Kinapa,1541,Government,36.451456799999995,-5.3392602,Narangtomun Primary,0,Wami / Ruvu,Langtomon,Manyara,21,5,Kiteto,Partimbo,430.0,False,GeoData Consultants Ltd,Other,KINAPA,True,2007,gravity,gravity,gravity,other,other,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.5711571776024621,0.14425241102984707,0.284590411367691,9.660724658713718,2.0,19.2,0.285,6.7,8.2,8.6,2.0,5
71904,0.0,2012-11-01,Hesawa,1444,DWE,34.04774767,-1.91271428,Kwa Nyakibusuko,0,Lake Victoria,Misheni,Mara,20,4,Bunda,Nyamuswa,250.0,True,GeoData Consultants Ltd,WUG,,False,1990,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.7478778927118799,0.021168874587142523,0.23095323270097765,15.421710730918376,23.0,19.2,0.231,8.3,6.8,9.3,8.4,10
13035,0.0,2011-07-22,Cocen,0,DWE,30.88855658,-1.47513013,Maziwa,0,Lake Victoria,Nyaruziba,Kagera,18,1,Karagwe,Nkwenda,150.0,True,GeoData Consultants Ltd,,,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.6991744212951714,0.00496947353791803,0.2958561051669108,1.9908825231496134,22.0,19.2,0.296,6.5,5.0,5.0,8.3,10
74245,0.0,2013-03-04,Government Of Tanzania,1420,Government,37.58189047,-3.28491175,Kwa Elimisi Urio,0,Pangani,Kirueni Kati,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1.0,True,GeoData Consultants Ltd,WUA,Mtiro pipeline,True,1970,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.35885973750727335,0.26084095422106407,0.38029930827166275,1.0387210886956664,94.0,19.2,0.38,5.0,1.5,3.8,9.9,10
62171,0.0,2011-04-02,Government Of Tanzania,0,Gover,36.11327408,-6.865685099999999,Tangini,0,Rufiji,Kibaoni,Dodoma,1,1,Mpwapwa,Mlunduzi,150.0,True,GeoData Consultants Ltd,VWC,,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.6374432543028131,0.054648035698903225,0.3079087099982833,8.21760578095538,0.0,19.2,0.308,6.2,5.0,8.2,1.2,10
29287,0.0,2013-01-28,Government Of Tanzania,141,District Council,39.47320262,-9.83677497,Kwa Ngamanga,0,Ruvuma / Southern Coast,Msikitini,Lindi,80,23,Lindi Rural,Nangaru,1.0,False,GeoData Consultants Ltd,VWC,,False,1986,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,0.5009192057171727,0.04809391120632942,0.45098688307649776,15.236021512018334,2.0,19.2,0.451,4.3,1.5,9.3,2.0,5
36488,0.0,2011-04-01,Kkkt,0,KKKT,32.80814664,-9.1067892,Sinyenga,0,Lake Rukwa,Isunka,Mbeya,12,6,Mbozi,Ihanda,150.0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.4858282489760988,0.23741691785905417,0.2767548331648471,16.50523133173005,6.0,19.2,0.277,6.9,5.0,9.4,3.8,10
68966,0.0,2011-03-25,Government Of Tanzania,550,Local  technician,38.16892023,-4.94743662,Shule,0,Pangani,Shule,Tanga,4,2,Korogwe,Mkalamo,400.0,True,GeoData Consultants Ltd,VWC,Makola water supply,False,1975,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.6675668247492004,0.013685172120555214,0.3187480031302445,0.30016332240357196,3.0,19.2,0.319,6.0,7.9,1.9,2.5,10
26146,250.0,2013-02-18,Norad,1293,NORAD,30.15296357,-4.48766848,Kwa Petro,0,Lake Tanganyika,Runyogoza,Kigoma,16,2,Kasulu,Kigondo,250.0,True,GeoData Consultants Ltd,Water authority,Chovora,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.488264772544089,0.25245682789065454,0.25927839956525656,11.93829512640738,4.0,19.2,0.259,7.4,6.8,9.0,3.0,10
1003,0.0,2013-02-19,Ministry Of Water,964,DWE,35.876492600000006,-10.54991483,Kwa Vitus Ngonyani,0,Rufiji,Nakawale,Ruvuma,10,5,Namtumbo,Luegu,250.0,True,GeoData Consultants Ltd,VWC,Namahimba Water gravity scheme,True,1978,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,0.6060889560414907,0.08743283762217124,0.3064782063363378,1.2993806738394609,17.0,19.2,0.306,6.3,6.8,4.2,7.3,7
27421,300.0,2013-02-17,Roman Cathoric-same,783,District Council,37.7122304,-3.78674362,Kwa Fundi Ayoub,0,Pangani,Mkongea,Kilimanjaro,3,2,Mwanga,Kwakoa,160.0,True,GeoData Consultants Ltd,VWC,Ngulu water Supply,False,1993,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.568848589355472,0.08685448680224511,0.3442969238422832,0.9093839745275163,22.0,19.2,0.344,5.6,6.1,3.5,8.3,5
8950,0.0,2011-03-11,Anglican Church,744,Angli,35.478707299999996,-7.46329421,none,0,Rufiji,Msegelele,Iringa,11,1,Iringa Rural,Ilolo Mpya,1.0,True,GeoData Consultants Ltd,VWC,Ilolo,True,2011,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,0.01554442746602181,0.00037869344111150755,0.9840768790928668,0.5006917787268766,2.0,19.2,0.984,2.0,1.5,2.5,2.0,2
12583,500.0,2013-02-25,Tasaf,674,CJEJOW CONSTRUCTION,36.21153935,-11.29503626,Kwa Maleta Salum,0,Ruvuma / Southern Coast,Iringa,Ruvuma,10,5,Namtumbo,Lusewa,420.0,True,GeoData Consultants Ltd,WUG,,False,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.7193777276828888,0.0031087939750935466,0.27751347834201795,12.552731891107667,3.0,19.2,0.278,6.9,8.2,9.1,2.5,5
60153,0.0,2011-04-02,Government Of Tanzania,0,Gover,36.1111042,-6.86963749,Kwa Mayo,0,Rufiji,Kibaoni,Dodoma,1,1,Mpwapwa,Mlunduzi,150.0,True,GeoData Consultants Ltd,VWC,,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.5292394305846065,0.1659249687992104,0.30483560061618326,8.463644308975697,0.0,19.1,0.305,6.3,5.0,8.3,1.2,10
72344,0.0,2011-03-27,Kkkt,0,KKKT,32.8357805,-9.09694473,Gervace Mwasheuya,0,Lake Rukwa,Isaweya,Mbeya,12,6,Mbozi,Ihanda,150.0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.49001743314728263,0.23197746435182454,0.2780051025008929,13.316446244158557,6.0,19.1,0.278,6.9,5.0,9.2,3.8,10
30276,0.0,2013-02-01,Tcrs,1214,TCRS,31.23466708,-6.29320847,Shuleni,0,Lake Rukwa,Mnyaki,Rukwa,15,1,Mpanda,Katumba,450.0,True,GeoData Consultants Ltd,VWC,,True,1990,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.5477952816808056,0.22581845031775427,0.22638626800144002,7.453170599034078,18.0,19.1,0.226,8.4,8.3,8.0,7.5,10
32694,250.0,2013-01-29,Government Of Tanzania,1142,Government,29.97605385,-4.83644923,Sokoni,0,Lake Tanganyika,Muitambu,Kigoma,16,2,Kigoma Rural,Matendo,540.0,True,GeoData Consultants Ltd,Water authority,Kasangezi,True,1976,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.06707264101619625,0.683037906385258,0.24988945259854559,0.8485364229133597,16.0,19.1,0.25,7.6,9.3,3.4,7.1,10
